,AREA_NAME,CRIME_GROUP,YEAR,Arrests,Reports,Population,SqMile,Arrests_Per_SqMile,Arrests_Per_10k_Pop,Reports_Per_SqMile,Reports_Per_10k_Pop
2121,HOLLENBECK,Non-Criminal Detention,2014,31,0.0,200000,15.2,2.04,1.55,0.0,0.0
2122,HOLLENBECK,Non-Criminal Detention,2015,14,0.0,200000,15.2,0.92,0.7,0.0,0.0
2123,HOLLENBECK,Non-Criminal Detention,2016,14,0.0,200000,15.2,0.92,0.7,0.0,0.0
2124,HOLLENBECK,Non-Criminal Detention,2017,18,0.0,200000,15.2,1.18,0.9,0.0,0.0
2125,HOLLENBECK,Non-Criminal Detention,2018,15,0.0,200000,15.2,0.99,0.75,0.0,0.0
2126,HOLLENBECK,Non-Criminal Detention,2019,9,0.0,200000,15.2,0.59,0.45,0.0,0.0
2127,HOLLENBECK,Non-Criminal Detention,2020,10,0.0,200000,15.2,0.66,0.5,0.0,0.0
2128,HOLLENBECK,Non-Criminal Detention,2021,13,0.0,200000,15.2,0.86,0.65,0.0,0.0
2129,HOLLENBECK,Non-Criminal Detention,2022,11,0.0,200000,15.2,0.72,0.55,0.0,0.0
2130,HOLLENBECK,Non-Criminal Detention,2023,2,0.0,200000,15.2,0.13,0.1,0.0,0.0
2131,HOLLENBECK,Other Assaults,2010,185,1194.0,200000,15.2,12.17,9.25,78.55,59.7
2132,HOLLENBECK,Other Assaults,2011,176,1134.0,200000,15.2,11.58,8.8,74.61,56.7
2133,HOLLENBECK,Other Assaults,2012,132,1030.0,200000,15.2,8.68,6.6,67.76,51.5
2134,HOLLENBECK,Other Assaults,2013,158,1082.0,200000,15.2,10.39,7.9,71.18,54.1
2135,HOLLENBECK,Other Assaults,2014,141,1118.0,200000,15.2,9.28,7.05,73.55,55.9
2136,HOLLENBECK,Other Assaults,2015,233,1384.0,200000,15.2,15.33,11.65,91.05,69.2
2137,HOLLENBECK,Other Assaults,2016,313,1530.0,200000,15.2,20.59,15.65,100.66,76.5
2138,HOLLENBECK,Other Assaults,2017,347,1499.0,200000,15.2,22.83,17.35,98.62,74.95
2139,HOLLENBECK,Other Assaults,2018,337,1562.0,200000,15.2,22.17,16.85,102.76,78.1
2140,HOLLENBECK,Other Assaults,2019,299,1411.0,200000,15.2,19.67,14.95,92.83,70.55
2141,HOLLENBECK,Other Assaults,2020,218,1238.0,200000,15.2,14.34,10.9,81.45,61.9
2142,HOLLENBECK,Other Assaults,2021,210,1174.0,200000,15.2,13.82,10.5,77.24,58.7
2143,HOLLENBECK,Other Assaults,2022,205,1157.0,200000,15.2,13.49,10.25,76.12,57.85
2144,HOLLENBECK,Other Assaults,2023,119,671.0,200000,15.2,7.83,5.95,44.14,33.55
2145,HOLLENBECK,Pre-Delinquency,2010,176,0.0,200000,15.2,11.58,8.8,0.0,0.0
2146,HOLLENBECK,Pre-Delinquency,2011,42,0.0,200000,15.2,2.76,2.1,0.0,0.0
2147,HOLLENBECK,Pre-Delinquency,2012,26,0.0,200000,15.2,1.71,1.3,0.0,0.0
2148,HOLLENBECK,Pre-Delinquency,2013,26,0.0,200000,15.2,1.71,1.3,0.0,0.0
2149,HOLLENBECK,Pre-Delinquency,2014,31,0.0,200000,15.2,2.04,1.55,0.0,0.0
2150,HOLLENBECK,Pre-Delinquency,2015,52,0.0,200000,15.2,3.42,2.6,0.0,0.0
2151,HOLLENBECK,Pre-Delinquency,2016,11,0.0,200000,15.2,0.72,0.55,0.0,0.0
2152,HOLLENBECK,Pre-Delinquency,2017,18,0.0,200000,15.2,1.18,0.9,0.0,0.0
2153,HOLLENBECK,Pre-Delinquency,2018,15,0.0,200000,15.2,0.99,0.75,0.0,0.0
2154,HOLLENBECK,Pre-Delinquency,2019,4,0.0,200000,15.2,0.26,0.2,0.0,0.0
2155,HOLLENBECK,Pre-Delinquency,2020,1,0.0,200000,15.2,0.07,0.05,0.0,0.0
2156,HOLLENBECK,Pre-Delinquency,2021,2,0.0,200000,15.2,0.13,0.1,0.0,0.0
2157,HOLLENBECK,Prostitution/Allied,2010,49,4.0,200000,15.2,3.22,2.45,0.26,0.2
2158,HOLLENBECK,Prostitution/Allied,2011,18,1.0,200000,15.2,1.18,0.9,0.07,0.05
2159,HOLLENBECK,Prostitution/Allied,2012,7,0.0,200000,15.2,0.46,0.35,0.0,0.0
2160,HOLLENBECK,Prostitution/Allied,2013,3,0.0,200000,15.2,0.2,0.15,0.0,0.0
2161,HOLLENBECK,Prostitution/Allied,2014,5,0.0,200000,15.2,0.33,0.25,0.0,0.0
2162,HOLLENBECK,Prostitution/Allied,2015,3,1.0,200000,15.2,0.2,0.15,0.07,0.05
2163,HOLLENBECK,Prostitution/Allied,2016,4,0.0,200000,15.2,0.26,0.2,0.0,0.0
2164,HOLLENBECK,Prostitution/Allied,2017,6,0.0,200000,15.2,0.39,0.3,0.0,0.0
2165,HOLLENBECK,Prostitution/Allied,2018,5,0.0,200000,15.2,0.33,0.25,0.0,0.0
2166,HOLLENBECK,Prostitution/Allied,2019,11,0.0,200000,15.2,0.72,0.55,0.0,0.0
2167,HOLLENBECK,Prostitution/Allied,2020,9,0.0,200000,15.2,0.59,0.45,0.0,0.0
2168,HOLLENBECK,Prostitution/Allied,2021,16,0.0,200000,15.2,1.05,0.8,0.0,0.0
2169,HOLLENBECK,Prostitution/Allied,2022,21,0.0,200000,15.2,1.38,1.05,0.0,0.0
2170,HOLLENBECK,Prostitution/Allied,2023,10,0.0,200000,15.2,0.66,0.5,0.0,0.0
2171,HOLLENBECK,Rape,2010,18,39.0,200000,15.2,1.18,0.9,2.57,1.95
2172,HOLLENBECK,Rape,2011,10,30.0,200000,15.2,0.66,0.5,1.97,1.5
2173,HOLLENBECK,Rape,2012,13,39.0,200000,15.2,0.86,0.65,2.57,1.95
2174,HOLLENBECK,Rape,2013,12,35.0,200000,15.2,0.79,0.6,2.3,1.75
2175,HOLLENBECK,Rape,2014,9,44.0,200000,15.2,0.59,0.45,2.89,2.2
2176,HOLLENBECK,Rape,2015,17,47.0,200000,15.2,1.12,0.85,3.09,2.35
2177,HOLLENBECK,Rape,2016,14,59.0,200000,15.2,0.92,0.7,3.88,2.95
2178,HOLLENBECK,Rape,2017,20,49.0,200000,15.2,1.32,1.0,3.22,2.45
2179,HOLLENBECK,Rape,2018,23,57.0,200000,15.2,1.51,1.15,3.75,2.85
2180,HOLLENBECK,Rape,2019,24,46.0,200000,15.2,1.58,1.2,3.03,2.3
2181,HOLLENBECK,Rape,2020,15,26.0,200000,15.2,0.99,0.75,1.71,1.3
2182,HOLLENBECK,Rape,2021,11,32.0,200000,15.2,0.72,0.55,2.11,1.6
2183,HOLLENBECK,Rape,2022,9,26.0,200000,15.2,0.59,0.45,1.71,1.3
2184,HOLLENBECK,Rape,2023,5,12.0,200000,15.2,0.33,0.25,0.79,0.6
2185,HOLLENBECK,Receive Stolen Property,2010,33,0.0,200000,15.2,2.17,1.65,0.0,0.0
2186,HOLLENBECK,Receive Stolen Property,2011,17,0.0,200000,15.2,1.12,0.85,0.0,0.0
2187,HOLLENBECK,Receive Stolen Property,2012,18,0.0,200000,15.2,1.18,0.9,0.0,0.0
2188,HOLLENBECK,Receive Stolen Property,2013,25,0.0,200000,15.2,1.64,1.25,0.0,0.0
2189,HOLLENBECK,Receive Stolen Property,2014,29,0.0,200000,15.2,1.91,1.45,0.0,0.0
2190,HOLLENBECK,Receive Stolen Property,2015,27,0.0,200000,15.2,1.78,1.35,0.0,0.0
2191,HOLLENBECK,Receive Stolen Property,2016,17,0.0,200000,15.2,1.12,0.85,0.0,0.0
2192,HOLLENBECK,Receive Stolen Property,2017,58,0.0,200000,15.2,3.82,2.9,0.0,0.0
2193,HOLLENBECK,Receive Stolen Property,2018,43,0.0,200000,15.2,2.83,2.15,0.0,0.0
2194,HOLLENBECK,Receive Stolen Property,2019,36,0.0,200000,15.2,2.37,1.8,0.0,0.0
2195,HOLLENBECK,Receive Stolen Property,2020,34,0.0,200000,15.2,2.24,1.7,0.0,0.0
2196,HOLLENBECK,Receive Stolen Property,2021,53,0.0,200000,15.2,3.49,2.65,0.0,0.0
2197,HOLLENBECK,Receive Stolen Property,2022,49,0.0,200000,15.2,3.22,2.45,0.0,0.0
2198,HOLLENBECK,Receive Stolen Property,2023,30,0.0,200000,15.2,1.97,1.5,0.0,0.0
2199,HOLLENBECK,Robbery,2010,94,418.0,200000,15.2,6.18,4.7,27.5,20.9
2200,HOLLENBECK,Robbery,2011,86,331.0,200000,15.2,5.66,4.3,21.78,16.55
2201,HOLLENBECK,Robbery,2012,78,346.0,200000,15.2,5.13,3.9,22.76,17.3
2202,HOLLENBECK,Robbery,2013,77,271.0,200000,15.2,5.07,3.85,17.83,13.55
2203,HOLLENBECK,Robbery,2014,99,289.0,200000,15.2,6.51,4.95,19.01,14.45
2204,HOLLENBECK,Robbery,2015,78,298.0,200000,15.2,5.13,3.9,19.61,14.9
2205,HOLLENBECK,Robbery,2016,86,335.0,200000,15.2,5.66,4.3,22.04,16.75
2206,HOLLENBECK,Robbery,2017,98,343.0,200000,15.2,6.45,4.9,22.57,17.15
2207,HOLLENBECK,Robbery,2018,78,369.0,200000,15.2,5.13,3.9,24.28,18.45
2208,HOLLENBECK,Robbery,2019,84,307.0,200000,15.2,5.53,4.2,20.2,15.35
2209,HOLLENBECK,Robbery,2020,61,269.0,200000,15.2,4.01,3.05,17.7,13.45
2210,HOLLENBECK,Robbery,2021,78,312.0,200000,15.2,5.13,3.9,20.53,15.6
2211,HOLLENBECK,Robbery,2022,75,306.0,200000,15.2,4.93,3.75,20.13,15.3
2212,HOLLENBECK,Robbery,2023,59,179.0,200000,15.2,3.88,2.95,11.78,8.95
2213,HOLLENBECK,Sex (except rape/prst),2010,55,224.0,200000,15.2,3.62,2.75,14.74,11.2
2214,HOLLENBECK,Sex (except rape/prst),2011,45,175.0,200000,15.2,2.96,2.25,11.51,8.75
2215,HOLLENBECK,Sex (except rape/prst),2012,42,165.0,200000,15.2,2.76,2.1,10.86,8.25
2216,HOLLENBECK,Sex (except rape/prst),2013,32,138.0,200000,15.2,2.11,1.6,9.08,6.9
2217,HOLLENBECK,Sex (except rape/prst),2014,37,162.0,200000,15.2,2.43,1.85,10.66,8.1
2218,HOLLENBECK,Sex (except rape/prst),2015,36,191.0,200000,15.2,2.37,1.8,12.57,9.55
2219,HOLLENBECK,Sex (except rape/prst),2016,22,196.0,200000,15.2,1.45,1.1,12.89,9.8
2220,HOLLENBECK,Sex (except rape/prst),2017,39,228.0,200000,15.2,2.57,1.95,15.0,11.4
2221,HOLLENBECK,Sex (except rape/prst),2018,32,190.0,200000,15.2,2.11,1.6,12.5,9.5
2222,HOLLENBECK,Sex (except rape/prst),2019,26,180.0,200000,15.2,1.71,1.3,11.84,9.0
2223,HOLLENBECK,Sex (except rape/prst),2020,21,140.0,200000,15.2,1.38,1.05,9.21,7.0
2224,HOLLENBECK,Sex (except rape/prst),2021,16,129.0,200000,15.2,1.05,0.8,8.49,6.45
2225,HOLLENBECK,Sex (except rape/prst),2022,19,153.0,200000,15.2,1.25,0.95,10.07,7.65
2226,HOLLENBECK,Sex (except rape/prst),2023,13,52.0,200000,15.2,0.86,0.65,3.42,2.6
2227,HOLLENBECK,Unknown,2010,175,0.0,200000,15.2,11.51,8.75,0.0,0.0
2228,HOLLENBECK,Unknown,2011,134,0.0,200000,15.2,8.82,6.7,0.0,0.0
2229,HOLLENBECK,Unknown,2012,135,0.0,200000,15.2,8.88,6.75,0.0,0.0
2230,HOLLENBECK,Unknown,2013,161,0.0,200000,15.2,10.59,8.05,0.0,0.0
2231,HOLLENBECK,Unknown,2014,445,0.0,200000,15.2,29.28,22.25,0.0,0.0
2232,HOLLENBECK,Unknown,2015,214,0.0,200000,15.2,14.08,10.7,0.0,0.0
2233,HOLLENBECK,Unknown,2016,234,0.0,200000,15.2,15.39,11.7,0.0,0.0
2234,HOLLENBECK,Unknown,2017,313,0.0,200000,15.2,20.59,15.65,0.0,0.0
2235,HOLLENBECK,Unknown,2018,302,0.0,200000,15.2,19.87,15.1,0.0,0.0
2236,HOLLENBECK,Unknown,2019,289,0.0,200000,15.2,19.01,14.45,0.0,0.0
2237,HOLLENBECK,Unknown,2020,142,0.0,200000,15.2,9.34,7.1,0.0,0.0
2238,HOLLENBECK,Unknown,2021,148,0.0,200000,15.2,9.74,7.4,0.0,0.0
2239,HOLLENBECK,Unknown,2022,140,0.0,200000,15.2,9.21,7.0,0.0,0.0
2240,HOLLENBECK,Unknown,2023,82,0.0,200000,15.2,5.39,4.1,0.0,0.0
2241,HOLLENBECK,Vehicle Theft,2010,94,1022.0,200000,15.2,6.18,4.7,67.24,51.1
2242,HOLLENBECK,Vehicle Theft,2011,90,706.0,200000,15.2,5.92,4.5,46.45,35.3
2243,HOLLENBECK,Vehicle Theft,2012,133,983.0,200000,15.2,8.75,6.65,64.67,49.15
2244,HOLLENBECK,Vehicle Theft,2013,119,879.0,200000,15.2,7.83,5.95,57.83,43.95
2245,HOLLENBECK,Vehicle Theft,2014,106,937.0,200000,15.2,6.97,5.3,61.64,46.85
2246,HOLLENBECK,Vehicle Theft,2015,136,1010.0,200000,15.2,8.95,6.8,66.45,50.5
2247,HOLLENBECK,Vehicle Theft,2016,142,1210.0,200000,15.2,9.34,7.1,79.61,60.5
2248,HOLLENBECK,Vehicle Theft,2017,161,1269.0,200000,15.2,10.59,8.05,83.49,63.45
2249,HOLLENBECK,Vehicle Theft,2018,173,996.0,200000,15.2,11.38,8.65,65.53,49.8
2250,HOLLENBECK,Vehicle Theft,2019,112,923.0,200000,15.2,7.37,5.6,60.72,46.15
2251,HOLLENBECK,Vehicle Theft,2020,169,1353.0,200000,15.2,11.12,8.45,89.01,67.65
2252,HOLLENBECK,Vehicle Theft,2021,200,1296.0,200000,15.2,13.16,10.0,85.26,64.8
2253,HOLLENBECK,Vehicle Theft,2022,164,1434.0,200000,15.2,10.79,8.2,94.34,71.7
2254,HOLLENBECK,Vehicle Theft,2023,57,692.0,200000,15.2,3.75,2.85,45.53,34.6
2255,HOLLENBECK,Weapon (carry/poss),2010,164,93.0,200000,15.2,10.79,8.2,6.12,4.65
2256,HOLLENBECK,Weapon (carry/poss),2011,194,81.0,200000,15.2,12.76,9.7,5.33,4.05
2257,HOLLENBECK,Weapon (carry/poss),2012,163,95.0,200000,15.2,10.72,8.15,6.25,4.75
2258,HOLLENBECK,Weapon (carry/poss),2013,162,61.0,200000,15.2,10.66,8.1,4.01,3.05
2259,HOLLENBECK,Weapon (carry/poss),2014,173,100.0,200000,15.2,11.38,8.65,6.58,5.0
2260,HOLLENBECK,Weapon (carry/poss),2015,137,102.0,200000,15.2,9.01,6.85,6.71,5.1
2261,HOLLENBECK,Weapon (carry/poss),2016,178,166.0,200000,15.2,11.71,8.9,10.92,8.3
2262,HOLLENBECK,Weapon (carry/poss),2017,185,186.0,200000,15.2,12.17,9.25,12.24,9.3
2263,HOLLENBECK,Weapon (carry/poss),2018,168,185.0,200000,15.2,11.05,8.4,12.17,9.25
2264,HOLLENBECK,Weapon (carry/poss),2019,173,167.0,200000,15.2,11.38,8.65,10.99,8.35
2265,HOLLENBECK,Weapon (carry/poss),2020,133,189.0,200000,15.2,8.75,6.65,12.43,9.45
2266,HOLLENBECK,Weapon (carry/poss),2021,199,259.0,200000,15.2,13.09,9.95,17.04,12.95
2267,HOLLENBECK,Weapon (carry/poss),2022,266,192.0,200000,15.2,17.5,13.3,12.63,9.6
2268,HOLLENBECK,Weapon (carry/poss),2023,131,120.0,200000,15.2,8.62,6.55,7.89,6.0
2269,HOLLYWOOD,Against Family/Child,2010,14,78.0,300000,17.2,0.81,0.47,4.53,2.6
2270,HOLLYWOOD,Against Family/Child,2011,14,64.0,300000,17.2,0.81,0.47,3.72,2.13
2271,HOLLYWOOD,Against Family/Child,2012,16,68.0,300000,17.2,0.93,0.53,3.95,2.27
2272,HOLLYWOOD,Against Family/Child,2013,15,59.0,300000,17.2,0.87,0.5,3.43,1.97
2273,HOLLYWOOD,Against Family/Child,2014,19,54.0,300000,17.2,1.1,0.63,3.14,1.8
2274,HOLLYWOOD,Against Family/Child,2015,23,66.0,300000,17.2,1.34,0.77,3.84,2.2
2275,HOLLYWOOD,Against Family/Child,2016,23,46.0,300000,17.2,1.34,0.77,2.67,1.53
2276,HOLLYWOOD,Against Family/Child,2017,35,46.0,300000,17.2,2.03,1.17,2.67,1.53
2277,HOLLYWOOD,Against Family/Child,2018,28,46.0,300000,17.2,1.63,0.93,2.67,1.53
2278,HOLLYWOOD,Against Family/Child,2019,44,33.0,300000,17.2,2.56,1.47,1.92,1.1
2279,HOLLYWOOD,Against Family/Child,2020,26,41.0,300000,17.2,1.51,0.87,2.38,1.37
2280,HOLLYWOOD,Against Family/Child,2021,43,43.0,300000,17.2,2.5,1.43,2.5,1.43
2281,HOLLYWOOD,Against Family/Child,2022,27,38.0,300000,17.2,1.57,0.9,2.21,1.27
2282,HOLLYWOOD,Against Family/Child,2023,19,21.0,300000,17.2,1.1,0.63,1.22,0.7
2283,HOLLYWOOD,Aggravated Assault,2010,359,347.0,300000,17.2,20.87,11.97,20.17,11.57
2284,HOLLYWOOD,Aggravated Assault,2011,361,383.0,300000,17.2,20.99,12.03,22.27,12.77
2285,HOLLYWOOD,Aggravated Assault,2012,417,303.0,300000,17.2,24.24,13.9,17.62,10.1
2286,HOLLYWOOD,Aggravated Assault,2013,386,305.0,300000,17.2,22.44,12.87,17.73,10.17
2287,HOLLYWOOD,Aggravated Assault,2014,366,366.0,300000,17.2,21.28,12.2,21.28,12.2
2288,HOLLYWOOD,Aggravated Assault,2015,436,540.0,300000,17.2,25.35,14.53,31.4,18.0
2289,HOLLYWOOD,Aggravated Assault,2016,452,516.0,300000,17.2,26.28,15.07,30.0,17.2
2290,HOLLYWOOD,Aggravated Assault,2017,488,617.0,300000,17.2,28.37,16.27,35.87,20.57
2291,HOLLYWOOD,Aggravated Assault,2018,478,620.0,300000,17.2,27.79,15.93,36.05,20.67
2292,HOLLYWOOD,Aggravated Assault,2019,434,634.0,300000,17.2,25.23,14.47,36.86,21.13
2293,HOLLYWOOD,Aggravated Assault,2020,416,672.0,300000,17.2,24.19,13.87,39.07,22.4
2294,HOLLYWOOD,Aggravated Assault,2021,490,856.0,300000,17.2,28.49,16.33,49.77,28.53
2295,HOLLYWOOD,Aggravated Assault,2022,442,817.0,300000,17.2,25.7,14.73,47.5,27.23
2296,HOLLYWOOD,Aggravated Assault,2023,223,386.0,300000,17.2,12.97,7.43,22.44,12.87
2297,HOLLYWOOD,Burglary,2010,119,504.0,300000,17.2,6.92,3.97,29.3,16.8
2298,HOLLYWOOD,Burglary,2011,144,513.0,300000,17.2,8.37,4.8,29.83,17.1
2299,HOLLYWOOD,Burglary,2012,133,431.0,300000,17.2,7.73,4.43,25.06,14.37
2300,HOLLYWOOD,Burglary,2013,116,384.0,300000,17.2,6.74,3.87,22.33,12.8
2301,HOLLYWOOD,Burglary,2014,102,507.0,300000,17.2,5.93,3.4,29.48,16.9
2302,HOLLYWOOD,Burglary,2015,117,540.0,300000,17.2,6.8,3.9,31.4,18.0
2303,HOLLYWOOD,Burglary,2016,109,581.0,300000,17.2,6.34,3.63,33.78,19.37
2304,HOLLYWOOD,Burglary,2017,104,481.0,300000,17.2,6.05,3.47,27.97,16.03
2305,HOLLYWOOD,Burglary,2018,131,531.0,300000,17.2,7.62,4.37,30.87,17.7
2306,HOLLYWOOD,Burglary,2019,95,503.0,300000,17.2,5.52,3.17,29.24,16.77
2307,HOLLYWOOD,Burglary,2020,198,683.0,300000,17.2,11.51,6.6,39.71,22.77
2308,HOLLYWOOD,Burglary,2021,134,649.0,300000,17.2,7.79,4.47,37.73,21.63
2309,HOLLYWOOD,Burglary,2022,104,627.0,300000,17.2,6.05,3.47,36.45,20.9
2310,HOLLYWOOD,Burglary,2023,41,322.0,300000,17.2,2.38,1.37,18.72,10.73
2311,HOLLYWOOD,Disorderly Conduct,2010,691,1.0,300000,17.2,40.17,23.03,0.06,0.03
2312,HOLLYWOOD,Disorderly Conduct,2011,659,1.0,300000,17.2,38.31,21.97,0.06,0.03
2313,HOLLYWOOD,Disorderly Conduct,2012,968,0.0,300000,17.2,56.28,32.27,0.0,0.0
2314,HOLLYWOOD,Disorderly Conduct,2013,904,2.0,300000,17.2,52.56,30.13,0.12,0.07
2315,HOLLYWOOD,Disorderly Conduct,2014,426,0.0,300000,17.2,24.77,14.2,0.0,0.0
2316,HOLLYWOOD,Disorderly Conduct,2015,410,1.0,300000,17.2,23.84,13.67,0.06,0.03
2317,HOLLYWOOD,Disorderly Conduct,2016,562,0.0,300000,17.2,32.67,18.73,0.0,0.0
2318,HOLLYWOOD,Disorderly Conduct,2017,568,0.0,300000,17.2,33.02,18.93,0.0,0.0
2319,HOLLYWOOD,Disorderly Conduct,2018,443,1.0,300000,17.2,25.76,14.77,0.06,0.03
2320,HOLLYWOOD,Disorderly Conduct,2019,80,0.0,300000,17.2,4.65,2.67,0.0,0.0
2321,HOLLYWOOD,Disorderly Conduct,2020,27,0.0,300000,17.2,1.57,0.9,0.0,0.0
2322,HOLLYWOOD,Disorderly Conduct,2021,6,0.0,300000,17.2,0.35,0.2,0.0,0.0
2323,HOLLYWOOD,Disorderly Conduct,2022,12,1.0,300000,17.2,0.7,0.4,0.06,0.03
2324,HOLLYWOOD,Disorderly Conduct,2023,27,1.0,300000,17.2,1.57,0.9,0.06,0.03
2325,HOLLYWOOD,Disturbing the Peace,2010,46,11.0,300000,17.2,2.67,1.53,0.64,0.37
2326,HOLLYWOOD,Disturbing the Peace,2011,21,9.0,300000,17.2,1.22,0.7,0.52,0.3
2327,HOLLYWOOD,Disturbing the Peace,2012,25,6.0,300000,17.2,1.45,0.83,0.35,0.2
2328,HOLLYWOOD,Disturbing the Peace,2013,21,16.0,300000,17.2,1.22,0.7,0.93,0.53
2329,HOLLYWOOD,Disturbing the Peace,2014,19,8.0,300000,17.2,1.1,0.63,0.47,0.27
2330,HOLLYWOOD,Disturbing the Peace,2015,9,7.0,300000,17.2,0.52,0.3,0.41,0.23
2331,HOLLYWOOD,Disturbing the Peace,2016,20,13.0,300000,17.2,1.16,0.67,0.76,0.43
2332,HOLLYWOOD,Disturbing the Peace,2017,31,10.0,300000,17.2,1.8,1.03,0.58,0.33
2333,HOLLYWOOD,Disturbing the Peace,2018,32,13.0,300000,17.2,1.86,1.07,0.76,0.43
2334,HOLLYWOOD,Disturbing the Peace,2019,5,11.0,300000,17.2,0.29,0.17,0.64,0.37
2335,HOLLYWOOD,Disturbing the Peace,2020,6,8.0,300000,17.2,0.35,0.2,0.47,0.27
2336,HOLLYWOOD,Disturbing the Peace,2021,3,8.0,300000,17.2,0.17,0.1,0.47,0.27
2337,HOLLYWOOD,Disturbing the Peace,2022,1,18.0,300000,17.2,0.06,0.03,1.05,0.6
2338,HOLLYWOOD,Driving Under Influence,2010,1206,0.0,300000,17.2,70.12,40.2,0.0,0.0
2339,HOLLYWOOD,Driving Under Influence,2011,1349,0.0,300000,17.2,78.43,44.97,0.0,0.0
2340,HOLLYWOOD,Driving Under Influence,2012,1415,0.0,300000,17.2,82.27,47.17,0.0,0.0
2341,HOLLYWOOD,Driving Under Influence,2013,1545,0.0,300000,17.2,89.83,51.5,0.0,0.0
2342,HOLLYWOOD,Driving Under Influence,2014,1326,0.0,300000,17.2,77.09,44.2,0.0,0.0
2343,HOLLYWOOD,Driving Under Influence,2015,959,0.0,300000,17.2,55.76,31.97,0.0,0.0
2344,HOLLYWOOD,Driving Under Influence,2016,587,0.0,300000,17.2,34.13,19.57,0.0,0.0
2345,HOLLYWOOD,Driving Under Influence,2017,405,0.0,300000,17.2,23.55,13.5,0.0,0.0
2346,HOLLYWOOD,Driving Under Influence,2018,443,0.0,300000,17.2,25.76,14.77,0.0,0.0
2347,HOLLYWOOD,Driving Under Influence,2019,379,0.0,300000,17.2,22.03,12.63,0.0,0.0
2348,HOLLYWOOD,Driving Under Influence,2020,195,0.0,300000,17.2,11.34,6.5,0.0,0.0
2349,HOLLYWOOD,Driving Under Influence,2021,269,0.0,300000,17.2,15.64,8.97,0.0,0.0
2350,HOLLYWOOD,Driving Under Influence,2022,270,0.0,300000,17.2,15.7,9.0,0.0,0.0
2351,HOLLYWOOD,Driving Under Influence,2023,138,0.0,300000,17.2,8.02,4.6,0.0,0.0
2352,HOLLYWOOD,Drunkeness,2010,4002,0.0,300000,17.2,232.67,133.4,0.0,0.0
2353,HOLLYWOOD,Drunkeness,2011,3428,0.0,300000,17.2,199.3,114.27,0.0,0.0
2354,HOLLYWOOD,Drunkeness,2012,3239,0.0,300000,17.2,188.31,107.97,0.0,0.0
2355,HOLLYWOOD,Drunkeness,2013,2362,0.0,300000,17.2,137.33,78.73,0.0,0.0
2356,HOLLYWOOD,Drunkeness,2014,1844,0.0,300000,17.2,107.21,61.47,0.0,0.0
2357,HOLLYWOOD,Drunkeness,2015,645,0.0,300000,17.2,37.5,21.5,0.0,0.0
2358,HOLLYWOOD,Drunkeness,2016,374,0.0,300000,17.2,21.74,12.47,0.0,0.0
2359,HOLLYWOOD,Drunkeness,2017,210,0.0,300000,17.2,12.21,7.0,0.0,0.0
2360,HOLLYWOOD,Drunkeness,2018,191,0.0,300000,17.2,11.1,6.37,0.0,0.0
2361,HOLLYWOOD,Drunkeness,2019,122,0.0,300000,17.2,7.09,4.07,0.0,0.0
2362,HOLLYWOOD,Drunkeness,2020,33,0.0,300000,17.2,1.92,1.1,0.0,0.0
2363,HOLLYWOOD,Drunkeness,2021,24,0.0,300000,17.2,1.4,0.8,0.0,0.0
2364,HOLLYWOOD,Drunkeness,2022,12,0.0,300000,17.2,0.7,0.4,0.0,0.0
2365,HOLLYWOOD,Drunkeness,2023,8,0.0,300000,17.2,0.47,0.27,0.0,0.0
2366,HOLLYWOOD,Federal Offenses,2010,1,104.0,300000,17.2,0.06,0.03,6.05,3.47
2367,HOLLYWOOD,Federal Offenses,2012,2,82.0,300000,17.2,0.12,0.07,4.77,2.73
2368,HOLLYWOOD,Federal Offenses,2013,1,76.0,300000,17.2,0.06,0.03,4.42,2.53
2369,HOLLYWOOD,Federal Offenses,2014,2,75.0,300000,17.2,0.12,0.07,4.36,2.5
2370,HOLLYWOOD,Federal Offenses,2016,3,80.0,300000,17.2,0.17,0.1,4.65,2.67
2371,HOLLYWOOD,Federal Offenses,2017,1,82.0,300000,17.2,0.06,0.03,4.77,2.73
2372,HOLLYWOOD,Federal Offenses,2019,2,39.0,300000,17.2,0.12,0.07,2.27,1.3
2373,HOLLYWOOD,Federal Offenses,2020,1,20.0,300000,17.2,0.06,0.03,1.16,0.67
2374,HOLLYWOOD,Federal Offenses,2021,2,27.0,300000,17.2,0.12,0.07,1.57,0.9
2375,HOLLYWOOD,Federal Offenses,2023,1,17.0,300000,17.2,0.06,0.03,0.99,0.57
2376,HOLLYWOOD,Forgery/Counterfeit,2010,59,9.0,300000,17.2,3.43,1.97,0.52,0.3
2377,HOLLYWOOD,Forgery/Counterfeit,2011,51,3.0,300000,17.2,2.97,1.7,0.17,0.1
2378,HOLLYWOOD,Forgery/Counterfeit,2012,59,6.0,300000,17.2,3.43,1.97,0.35,0.2
2379,HOLLYWOOD,Forgery/Counterfeit,2013,46,25.0,300000,17.2,2.67,1.53,1.45,0.83
2380,HOLLYWOOD,Forgery/Counterfeit,2014,40,8.0,300000,17.2,2.33,1.33,0.47,0.27
2381,HOLLYWOOD,Forgery/Counterfeit,2015,29,6.0,300000,17.2,1.69,0.97,0.35,0.2
2382,HOLLYWOOD,Forgery/Counterfeit,2016,38,1.0,300000,17.2,2.21,1.27,0.06,0.03
